id,,,DH01,DH02,DH03,DH04,DH05,DH06,DH07,DH08,DH09,DH10,DH11,DH12,DH13,DH14,DH15,DH16,DH17,DH18,DH19,DH20,DH21,DH22,DH23,DH24,DH25,DH26,DH27,DH28,DH29,DH30,DH31,DH32,DH33,DH34,DH35,DH36,DH37,DH38,DH39,DH40,DH41,DH42,DH43,DH44,DH45,DH46,DH47,DH48,DH49,DH50,DH51,DH52,DH53,DH54,DH55,DH56,DH57,DH58,DH59,DH60,DH61,DH62,DH63,DH64,DH65,DH66,DH67,DH68,DH69,DH70,DH71,DH72,DH73,DH74,DH75,DH76,DH77,DH78,DH79,DH80,DH81,DH82,DH83,DH84,DH85,DH86,DH87,DH88,DH89,DH90,DH91,DH92,DH93
barc57,3A1,2.3814,B,A,A,B,A,A,A,B,B,-,A,A,B,A,B,B,A,A,-,B,A,A,B,A,A,A,B,-,A,A,B,A,A,B,A,B,B,A,B,A,B,A,B,A,A,B,B,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,-,B,A,B,B,A,A,B,-,-,B,B,A,A,B,B
wPt.8149,3A1,11.2655,B,B,A,B,A,A,A,B,B,-,A,A,B,A,B,B,A,A,B,B,A,A,A,A,A,A,B,A,A,A,B,A,A,B,A,B,B,A,B,A,A,A,B,A,A,B,B,A,B,A,B,A,B,A,A,A,B,A,B,A,A,A,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,B,A,B,B,A,B,B,A,A,B,B,A,A,B,-
wPt.7360,3A1,20.6261,A,B,A,B,A,A,A,B,B,-,A,A,B,A,B,B,A,A,B,B,A,A,A,A,A,B,B,A,A,A,B,A,A,B,B,B,B,A,B,A,A,A,B,A,-,B,B,-,B,B,B,A,B,A,B,A,B,-,B,-,A,A,B,B,A,A,A,-,A,B,B,A,A,-,A,A,A,-,B,A,A,-,A,B,-,A,A,B,B,B,A,B,-
wmc475c,3A1,24.2641,A,B,A,B,A,-,-,-,-,B,A,-,B,A,B,B,A,A,-,-,-,-,A,A,A,A,B,A,A,A,-,-,-,B,-,B,B,A,B,A,A,A,-,-,-,B,B,-,B,A,B,A,B,A,-,-,-,A,B,-,A,A,B,B,A,A,-,-,-,B,B,A,A,A,A,A,A,A,-,-,-,A,A,B,A,A,A,B,B,B,-,-,-
wPt.5265,3A1,25.9592,A,B,A,B,A,A,A,A,B,-,B,A,B,A,B,B,A,A,B,B,A,A,A,A,A,A,B,A,-,A,A,A,A,B,A,B,B,A,B,A,A,A,B,B,-,B,B,A,B,A,B,A,B,A,-,B,B,A,B,A,A,A,B,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,B,A,A,A,A,B,A,-,A,B,B,B,A,B,-
gwm369,3A1,37.7012,A,B,A,B,B,A,A,A,B,-,B,A,B,A,B,B,A,A,B,B,A,A,A,A,A,A,A,-,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,B,A,B,B,A,B,A,B,A,B,A,A,B,B,A,B,A,A,A,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,A,B,A,B,A,A,A
cdo460,3A1,37.7012,A,B,A,B,B,A,A,A,B,B,B,A,B,A,B,B,A,A,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,B,B,B,A,A,A,A,B,A,B,B,A,B,A,B,A,B,A,A,B,B,A,B,A,A,A,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,-,B,B,A,A,A,B,A,A,A,B,A,B,A,A,A
wPt.0164,3A1,40.0546,A,B,A,B,B,A,A,A,B,B,B,A,B,A,B,B,A,A,B,B,A,A,A,-,A,-,A,A,-,A,A,A,-,A,A,B,B,B,B,A,A,A,A,B,A,B,B,A,B,A,B,A,B,A,A,B,B,A,B,A,A,A,A,B,A,A,A,A,A,B,B,A,A,A,A,A,A,A,B,B,A,A,A,B,A,A,B,B,A,B,A,A,-
P36.M50.66,3A1,52.9461,A,B,A,B,B,A,A,A,B,B,B,A,B,A,B,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,A,A,A,B,B,B,A,A,B,A,B,A,B,A,A,B,B,A,B,A,A,B,A,B,B,B,A,A,A,B,B,A,A,A,B,A,A,A,B,B,A,A,A,B,A,B,B,B,A,B,B,B,B
P34.M51.91,3A1,71.8342,A,B,A,B,B,A,A,A,A,B,B,A,B,A,B,A,A,-,B,B,A,A,-,A,A,A,A,A,A,A,A,A,A,A,-,B,A,B,A,B,A,A,A,B,B,A,A,B,A,A,B,A,B,A,A,B,B,A,A,A,A,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,A,B,B,B,A,A,B,B,A,B,B,B,A,A,A,B,-
gwm5,3A1,75.4944,A,B,A,B,B,A,A,A,A,B,B,A,B,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,-,B,B,B,A,A,A,B,B,A,A,A,A,A,B,-,B,A,A,B,B,A,A,A,A,B,A,B,B,B,A,B,A,B,B,A,B,A,-,A,A,B,B,B,-,A,B,B,A,B,B,B,A,A,A,B,B
gwm2,3A1,75.4944,A,B,A,B,B,-,A,A,A,B,B,A,B,A,B,A,A,A,B,B,A,A,A,A,A,A,A,-,A,B,A,A,A,A,A,B,A,B,B,B,A,A,A,B,B,A,A,A,-,A,B,A,B,A,A,B,B,A,A,A,A,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,A,B,B,B,A,A,B,B,A,B,B,B,A,A,A,B,B
P34.M58.61,3A1,76.729,A,-,A,B,B,A,A,A,A,-,B,A,B,A,B,A,A,A,B,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B,B,A,A,A,-,B,A,-,A,A,A,B,A,B,A,A,-,B,B,A,A,A,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,A,B,B,B,A,A,B,B,A,B,B,B,-,A,A,-,-
gwm666,3A1,76.729,A,B,A,B,B,A,A,A,A,-,B,A,B,A,B,A,A,A,B,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B,B,A,A,A,B,B,A,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,A,B,B,B,A,A,B,B,A,B,B,B,A,A,A,B,B
P37.M58.298,3A1,80.3892,A,B,A,B,B,A,A,A,A,B,B,A,B,A,B,A,A,A,B,B,A,A,A,A,-,A,A,B,A,B,A,A,A,A,A,B,A,B,B,B,A,-,A,-,B,A,B,A,A,A,B,B,B,A,A,B,B,B,A,A,A,B,A,B,B,B,A,B,A,B,-,A,B,A,B,A,A,B,B,B,A,A,A,A,A,B,B,B,A,-,A,-,-
P39.M50.149,3A1,86.5699,A,B,A,B,B,A,A,A,A,B,B,A,B,A,B,A,B,A,B,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B,A,A,A,A,B,B,A,A,A,A,A,B,A,B,A,A,B,B,B,A,A,A,B,A,B,B,B,A,B,A,B,B,A,B,A,B,A,A,B,B,B,A,A,B,A,A,B,B,B,A,A,A,-,-
bcd115A,3A1,92.4591,A,B,A,B,B,A,A,A,A,-,B,A,B,A,B,A,B,B,B,B,A,A,A,A,A,A,A,B,A,B,A,A,A,A,A,B,A,B,B,A,A,B,A,B,B,A,B,A,A,A,B,A,B,A,A,B,B,B,A,A,A,B,A,B,B,B,A,B,B,B,B,A,B,A,B,A,A,B,B,B,A,A,B,A,A,B,B,B,B,A,A,B,B
wPt.9103,3A1,102.0777,A,B,B,B,B,A,A,A,A,B,B,A,B,A,B,A,B,B,B,B,A,A,A,-,A,A,A,B,-,B,A,A,B,B,-,B,A,B,B,A,A,B,-,B,B,A,B,-,A,-,B,A,B,A,-,B,B,B,-,A,A,B,-,B,B,A,A,B,B,A,B,-,A,A,B,A,A,B,B,B,B,A,B,A,A,B,B,-,B,A,A,B,-
P35.51.205,3A2,0,B,B,A,B,B,A,B,B,A,B,A,A,A,B,A,B,B,B,A,A,A,A,B,B,B,A,A,A,A,B,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,B,A,A,A,B,A,A,A,B,B,B,A,B,A,A,B,B,A,B,A,B,B,B,A,B,A,A,A,B,A,A,B,A,A,A,B,B,B,A,B,A,B,A,A,A,A,A
P37.M50.286,3A2,48.254,B,A,B,B,-,A,B,A,B,B,A,A,A,B,B,A,B,A,A,A,A,A,A,B,B,A,A,A,A,B,A,A,A,A,A,B,A,A,A,B,-,A,A,B,-,A,A,A,A,A,A,B,-,B,B,B,A,A,A,A,-,B,B,-,B,B,B,A,B,A,A,-,A,A,B,A,A,B,B,B,A,B,B,B,A,B,B,B,B,A,B,-,-
P38.M50.124,3A2,54.5916,B,A,B,B,B,A,B,A,B,B,B,A,A,B,B,A,B,A,A,A,A,A,B,B,B,A,A,A,A,B,A,A,A,A,A,B,A,A,A,B,B,A,A,B,A,A,A,B,A,A,A,B,A,A,B,B,A,A,A,A,B,B,B,B,B,B,B,A,B,A,A,B,A,A,B,A,A,B,B,B,A,B,B,B,A,B,B,B,A,A,B,B,B
P44.M54.61,3A2,77.3447,A,A,B,B,B,B,B,A,B,B,B,A,A,B,A,A,B,A,B,A,A,B,A,B,B,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,B,A,B,A,B,A,B,B,A,B,B,A,B,B,A,B,A,B,A,A,B,A,A,B,A,A,B,A,B,A,B,B,B,A,B,B,B,B,A,B,B,B
P42.M49.233,3A2,136.9847,A,A,A,A,B,A,B,A,A,B,B,B,B,A,A,-,B,A,B,A,-,B,B,B,B,A,A,A,A,B,B,B,A,A,A,B,A,A,B,A,B,B,A,B,B,B,A,B,A,A,B,B,B,B,A,A,A,B,A,A,A,B,B,A,B,A,B,B,B,B,B,B,A,B,B,A,A,B,B,B,B,A,B,A,A,B,A,A,B,-,B,B,-
gwm155,3A2,147.5502,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,B,A,A,A,B,B,B,A,A,A,B,A,A,A,B,B,A,B,A,B,B,B,-,A,B,A,B,B,A,-,B,A,B,B,A,B,A,B,B,A,A,B,A,B,B,B
wPt.0544,3A2,157.8428,-,A,A,A,A,A,A,A,A,A,B,B,B,A,A,-,B,A,B,A,A,B,B,B,B,A,A,A,A,B,A,A,B,A,A,B,A,A,B,A,B,B,B,B,-,A,A,B,A,A,A,B,B,B,B,A,A,B,A,A,A,B,B,A,B,A,B,B,B,B,A,B,A,B,B,A,A,B,B,B,B,A,B,A,B,B,A,A,A,A,B,A,-
P34.M50.216,3A1,0,B,A,B,-,A,B,B,B,B,B,A,A,A,A,B,B,B,B,B,A,B,B,-,B,B,B,A,A,B,B,B,A,B,B,A,B,B,A,B,B,-,-,B,B,B,A,B,B,A,B,B,B,B,B,-,B,B,A,B,B,B,B,A,B,A,B,B,B,B,B,B,-,B,B,B,B,A,A,B,A,B,B,A,B,B,B,B,B,-,-,B,A,-
wPt.9952,3A1,21.5391,-,A,B,A,A,B,B,B,B,B,A,A,A,A,B,B,B,B,B,A,B,B,B,B,B,B,A,A,A,A,B,A,A,B,B,A,A,A,A,B,A,A,-,B,A,A,B,A,A,A,B,B,B,B,A,B,B,A,A,B,B,B,A,B,A,B,B,B,B,B,B,B,A,A,B,B,A,A,B,A,-,B,A,B,B,B,B,-,A,A,A,A,-
wPt.1066,3A1,21.5391,A,A,B,A,A,B,B,B,B,B,A,A,A,A,B,B,B,B,B,A,B,B,B,B,B,B,A,A,A,A,B,A,A,B,B,A,A,A,A,B,A,A,A,B,A,A,B,A,A,A,B,B,B,-,A,B,B,A,A,B,B,B,A,B,A,B,B,B,B,B,B,B,A,A,B,B,A,A,B,A,-,B,A,B,-,-,B,B,A,A,A,A,-
gwm389,3A1,21.5391,A,A,B,A,A,B,B,B,B,B,A,A,A,A,B,B,B,B,B,A,B,B,B,B,B,B,A,A,A,A,B,A,A,B,B,A,A,A,A,B,A,A,A,B,A,A,B,A,A,A,B,B,B,B,A,B,B,-,A,B,B,B,A,B,A,B,B,B,B,B,B,B,A,A,B,B,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A
P37.M50.78,3A1,25.1551,A,A,B,A,A,B,B,B,B,A,A,A,A,A,B,B,A,B,B,A,B,B,B,B,B,B,A,A,A,A,B,A,A,B,B,A,A,A,B,B,A,A,A,B,-,A,B,-,A,A,B,B,B,B,A,B,B,A,A,B,B,B,A,B,A,B,B,B,B,B,B,B,A,-,B,B,A,A,B,A,B,B,A,B,B,B,B,B,-,-,A,A,-
wPt.0408,3A1,27.5085,A,A,B,A,A,B,B,B,B,B,A,A,A,A,B,B,A,B,B,A,B,B,A,B,B,B,A,A,A,A,B,A,A,B,B,A,A,A,B,B,A,A,A,B,A,A,B,A,A,A,B,B,B,B,A,B,B,A,A,B,B,B,A,B,A,B,B,B,B,B,B,B,A,A,B,B,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,-
P36.M50.174,3A1,29.7561,A,A,B,A,A,B,B,B,B,B,A,A,A,A,B,B,A,B,B,A,B,B,A,B,B,B,A,A,A,A,B,A,A,B,B,B,A,A,B,B,A,A,A,B,A,A,B,A,A,A,B,-,B,B,A,B,B,A,A,B,B,B,A,B,A,B,B,B,B,B,B,B,A,A,B,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,A
wPt.1531,3A1,29.7561,A,A,B,A,A,B,B,B,B,-,A,A,A,A,B,-,A,B,B,A,B,B,A,-,B,B,A,A,A,A,B,A,A,B,-,B,A,A,B,B,A,A,A,B,A,A,B,A,A,A,B,B,B,B,A,B,B,A,A,B,B,-,A,-,A,B,B,B,-,B,B,B,A,A,B,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,-
P43.M47.116,3A1,29.7561,A,A,B,A,A,B,B,B,B,A,A,A,A,A,B,B,A,B,B,A,B,B,A,B,B,B,A,A,A,A,B,A,A,B,B,B,A,A,B,B,A,A,A,B,A,A,B,A,A,A,B,B,B,B,A,B,B,A,A,B,B,B,A,B,A,B,B,B,B,B,B,B,A,A,B,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,-,A
wPt.9532,3A1,29.7561,A,A,-,A,A,B,B,B,B,-,-,A,A,A,B,-,A,B,B,A,B,B,A,-,B,B,A,A,A,A,B,A,A,B,B,B,A,A,B,B,A,A,A,-,A,A,B,A,A,A,B,B,B,B,A,B,B,A,A,B,B,B,A,-,A,B,B,B,B,B,B,B,A,A,B,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,-
wPt.4971,3A1,29.7561,-,A,B,-,A,B,B,B,B,B,A,A,-,A,B,B,A,B,B,A,B,B,A,B,B,B,A,A,A,A,B,A,A,B,B,B,A,A,B,B,A,A,A,B,A,A,B,A,A,A,B,B,B,B,-,B,B,A,A,B,B,B,A,B,A,B,B,B,B,B,B,B,A,A,B,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,-
wPt.8938,3A1,32.3541,B,-,B,A,A,B,B,B,B,B,A,A,A,-,B,B,A,B,-,A,B,-,A,B,B,B,A,A,A,-,B,A,B,B,B,B,A,A,B,B,B,A,A,B,A,A,B,A,A,A,B,B,B,B,-,B,B,A,A,B,B,B,A,B,A,B,B,B,B,-,-,B,-,A,-,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,-
wPt.9270,3A1,35.0945,A,A,B,A,A,B,B,-,B,-,A,A,A,A,-,B,A,B,B,A,B,B,A,B,B,B,A,A,-,-,B,-,-,B,B,-,A,A,B,B,A,A,A,B,A,A,B,A,A,A,B,B,B,B,-,B,B,A,A,B,B,B,A,B,A,B,B,B,B,B,B,B,A,A,B,A,A,A,B,A,B,B,A,B,B,B,B,B,A,A,A,A,-
wPt.7919,3A1,55.0265,B,-,B,A,B,B,B,A,B,A,B,A,A,A,B,B,A,B,B,A,B,B,A,B,B,B,A,B,B,A,A,A,A,B,B,B,A,A,B,B,A,A,A,B,-,A,A,A,A,A,B,A,B,B,B,B,-,A,A,B,A,-,A,B,A,B,B,B,-,-,-,B,A,A,-,A,B,-,B,A,B,A,B,B,B,A,-,B,A,A,A,A,-
wPt.5195,3A1,55.0265,B,A,B,A,B,B,B,A,B,A,B,A,A,A,B,B,A,B,B,A,B,B,A,B,B,B,A,B,B,A,A,-,A,B,B,B,A,A,B,B,A,A,A,B,-,A,A,A,A,A,B,A,B,B,B,B,-,A,A,B,A,-,A,B,A,B,B,B,B,-,-,B,A,A,B,A,B,B,B,A,B,A,B,B,B,A,B,B,A,A,-,A,-
wPt.8266,3A1,55.0265,B,A,B,-,-,B,B,A,B,A,B,A,A,-,B,B,-,B,B,A,B,B,-,B,-,B,A,B,B,A,A,A,-,B,B,B,A,A,B,B,A,A,A,B,-,A,A,A,A,-,B,-,B,B,B,B,-,A,A,B,A,-,-,B,A,B,B,B,B,-,-,B,A,A,B,A,B,B,B,A,B,A,B,B,B,A,B,B,A,A,A,A,-
wPt.5049,3A1,58.0577,B,A,B,-,B,B,B,A,A,-,B,-,A,A,B,B,A,-,B,A,B,-,B,B,B,B,-,B,A,A,A,A,-,B,B,B,A,A,B,-,A,A,A,B,A,A,-,A,A,B,B,A,B,B,B,B,A,A,A,B,A,B,A,B,A,B,B,B,B,B,B,B,A,A,-,A,B,B,-,A,B,A,B,B,B,A,B,B,A,A,A,A,-
wPt.8894,3A1,89.4026,B,-,-,A,B,A,B,A,A,A,B,A,B,B,B,B,B,A,B,B,B,A,-,-,A,B,-,B,-,-,A,A,-,B,B,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,B,B,B,-,A,B,A,B,A,B,A,B,A,B,A,-,B,B,A,A,A,B,-,A,B,B,B,B,B,A,B,B,B,A,B,B,B,A,B,B,-
wPt.7204,3A1,98.2491,B,B,B,B,B,A,B,A,-,B,B,A,B,B,B,B,B,B,B,B,B,-,B,B,-,B,A,B,-,A,A,A,A,-,A,B,B,A,B,B,B,A,-,B,B,A,A,A,A,B,B,A,B,B,B,B,-,B,A,B,A,B,A,B,A,B,A,A,B,B,A,-,A,B,A,A,B,B,A,B,B,A,B,B,B,A,B,B,B,A,B,B,-
wPt.0366,3A1,102.3054,B,B,B,A,B,A,B,A,A,-,B,A,-,B,B,B,B,B,B,B,B,A,B,B,-,B,A,B,-,-,A,A,B,B,A,B,A,A,B,B,B,A,-,B,B,A,-,A,A,B,B,A,-,B,B,B,-,B,A,B,A,B,A,-,A,B,A,A,B,B,A,-,-,B,A,A,B,B,A,B,B,A,B,B,B,A,B,B,B,A,B,B,-
abg471B,3A1,104.8701,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,B,B,B,B,B,A,B,B,A,B,A,B,A,A,A,A,A,B,A,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,B,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,A,B,A,B,B,B,A,B,B,A,B,B,B,A,B,B,B,A,B,B,B
P38.M50.150,3A1,110.558,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,B,B,B,B,B,A,B,B,A,B,A,A,A,A,A,A,A,B,B,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,A,B,B,B
wPt.3350,3A1,114.0076,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,B,B,B,B,B,A,B,B,A,B,A,A,A,-,A,A,A,B,A,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,-,A,A,B,A,A,B,B,A,A,B,B,A,B,B,A,A,B,B,A,B,B,B,A,B,B,A,A,B,A,-
P46.M50.151,3A1,116.2807,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,B,B,B,B,B,A,B,B,A,B,A,A,A,A,A,A,A,B,A,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,A,B,B,B
barc068,3A1,118.3218,-,-,-,-,-,-,-,-,-,-,B,A,-,-,-,-,-,-,-,-,-,-,B,B,-,-,-,-,-,-,-,-,-,-,A,B,-,-,B,-,-,-,A,B,B,-,A,A,-,B,-,A,A,B,-,A,B,B,A,B,-,B,-,A,A,B,A,A,B,B,A,A,B,B,A,B,B,A,A,B,B,A,B,B,B,A,-,B,B,A,-,B,B
wPt.3118,3A1,120.4498,-,B,B,A,B,A,B,A,A,A,B,A,A,B,B,-,B,B,B,B,B,A,B,B,A,B,A,A,A,-,A,A,-,B,A,B,A,A,B,-,B,A,A,B,-,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,A,B,B,-
wPt.9350,3A1,120.4498,-,B,B,A,B,A,B,A,A,A,B,A,A,B,B,-,B,B,B,B,B,A,B,-,A,B,A,-,A,A,A,A,B,B,A,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,-,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,A,B,B,-
gwm285,3A1,121.6547,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,B,B,A,B,A,A,A,A,A,A,B,B,A,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,-,-,-,-
gwm376,3A1,122.8042,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,B,B,A,B,A,A,A,A,A,A,B,B,A,-,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,B,B,B,A,A,B,B,A,B,B,B,A,B,B,B,A,B,B,B
bcd828,3A1,126.2146,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,B,B,A,B,A,A,A,A,A,A,B,B,B,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,-,A,B,B,B,B,B,B,A,B,B,B,A,B,B,B
wPt.2677,3A1,126.2146,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,B,B,A,B,A,A,A,A,A,A,B,B,B,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B,B,B,A,B,B,-
wPt.4858,3A1,127.3135,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,B,B,A,B,B,A,A,A,A,A,B,B,B,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B,B,B,A,B,B,-
wPt.4038,3A1,127.3135,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,-,B,A,B,B,A,-,-,A,-,B,B,B,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,-,A,A,B,A,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B,B,B,A,B,B,-
P43.M47.98,3A1,127.3135,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,B,B,A,B,B,A,A,A,A,A,B,B,B,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B,B,B,A,B,-,B
wPt.6661,3A1,127.3135,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,B,-,A,B,B,A,A,A,A,A,B,B,B,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B,B,B,A,B,B,-
wPt.6047,3A1,127.3135,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,B,B,A,B,B,A,A,A,A,A,B,B,B,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B,B,B,A,B,B,-
wPt.1370,3A1,127.3135,B,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,B,B,A,B,B,A,B,B,A,A,A,A,A,B,B,B,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,A,B,B,A,A,B,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B,B,B,A,B,B,-
wPt.6361,3A1,127.3135,-,B,B,A,B,A,B,A,A,A,B,A,A,B,B,B,A,B,B,B,-,A,B,B,A,B,-,A,A,A,A,A,B,-,B,-,A,A,B,B,-,A,-,-,B,A,A,A,A,B,B,A,A,B,B,A,A,-,A,B,A,B,A,A,A,B,A,A,B,B,A,A,B,B,A,B,B,B,A,B,B,B,B,B,B,A,B,B,-,A,B,-,-
wmc492,3A1,138.683,A,B,B,A,B,A,-,-,-,A,B,A,A,B,A,B,A,B,-,-,-,A,B,B,A,B,A,A,A,A,-,-,-,A,B,B,A,A,B,B,B,A,-,-,-,A,A,A,A,B,B,A,B,B,-,-,-,B,A,B,B,A,A,A,A,B,-,-,-,B,A,A,B,B,B,B,B,-,-,-,-,B,A,-,B,A,B,B,A,-,-,-,-
gwm383,3A1,143.4485,A,B,B,A,A,A,B,A,B,A,B,A,A,B,A,B,A,B,B,B,B,A,B,B,A,A,B,A,A,A,B,B,B,A,B,B,A,A,B,B,B,A,A,B,B,A,A,A,A,B,B,A,B,B,B,A,A,B,A,B,B,A,A,A,A,B,A,A,B,B,A,A,B,B,B,B,B,B,A,B,B,B,A,B,B,A,B,B,A,A,B,A,A
wPt.7306,3A2,0,A,-,B,A,B,A,A,A,A,-,A,A,A,B,A,A,B,B,A,A,B,A,B,-,-,B,A,B,A,B,B,A,-,A,A,A,B,A,-,B,B,A,B,B,A,A,A,B,B,B,A,A,B,B,B,B,B,A,B,A,A,B,A,B,B,B,B,B,A,B,A,A,B,A,A,B,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,B,-
wPt.0122,3A2,2.7034,A,A,-,A,A,A,A,A,A,A,A,A,A,B,A,A,B,-,A,A,-,A,B,-,B,B,A,-,A,B,-,A,B,A,A,A,-,A,B,B,-,A,-,B,A,A,A,B,B,B,B,A,B,B,B,B,B,-,B,A,A,B,A,B,-,B,B,B,A,B,A,A,B,A,A,B,B,A,B,B,B,A,B,A,B,B,A,A,B,B,B,B,-
